Month,Zone Name,Region,Instance Name,Env,Instance Id,State,App Name,TechnicalOwner,Avg CPU (%),Total Hours,Tenancy,Avg Memory Used (%),Avg File System Used (%),Avg Network In (%),Avg Network Out (%),Product,Compute Cost (Month),API Name,Recommendation,Recommended Price,Savings
Sep/20,us-west-2a,Oregon,AWOR-TSTCCWEB01,Test,i-007079f89c354708f,running,Other,Jim Mackowiak,9.99,715,default,15.66,54.39,0.02,0.01,Windows,52.98,t2.large,Migrate to t3.small,28.6,25.48
Sep/20,us-west-2a,Oregon,IRVORACLN13,Development,i-723f366a,stopped,Oracle Clinical,Omid Khosravi,2.64,304.38,default,N/A,N/A,0,0,Linux/UNIX,31.05,c4.xlarge,Migrate to t4g.large,49.03,25.4
Sep/20,us-west-2a,Oregon,AWOR-PDTHVWEB01,Production,i-056777576182bf3de,running,Other,Wan Cho ,4.29,714,default,33.41,N/A,0,0,Linux/UNIX,36.41,c4.large,Migrate to t4g.small,12.26,24.97
Sep/20,us-west-2a,Oregon,AWOR-PDSECVUL02,Production,i-00e6a99907f612192,running,Tenable Nessus,Adam Goodman,18.73,715,default,7.92,N/A,0.25,0.15,Linux/UNIX,29.53,t3.large,Migrate to t4g.micro,6.13,24.02
Sep/20,us-west-2a,Oregon,AWOR-PDBKPSRV02,Production,i-0b1c7e5a2cd51d518,running,Other,Onica,6.56,715,default,32.04,N/A,0.87,1.07,Linux/UNIX,69.36,m5.xlarge,Migrate to t4g.large,49.03,21.75
Sep/20,us-west-2a,Oregon,AwOr-TsTibEms01,Test,i-7ec8a4a6,running,TIBCO,Deepak Karir,8.76,714,default,33.76,N/A,0.19,0.26,Red Hat Enterprise Linux,75.97,t2.medium,Migrate to t4g.small,56.03,21.61
Sep/20,us-west-2a,Oregon,AwOr-DvTibEms01,Development,i-9c3c5344,running,TIBCO,Deepak Karir,5.12,713,default,25.17,N/A,0.03,0.04,Red Hat Enterprise Linux,75.86,t2.medium,Migrate to t4g.small,56.03,21.61
Sep/20,us-west-2a,Oregon,AWOR-TSSASAPP01,Test,i-0aa90d025de8abbee,running,Other,Karina Rios,59.65,715,default,N/A,N/A,0.14,0.05,Windows,373.95,i2.xlarge,Migrate to i3.xlarge,361.88,19.71
Sep/20,us-west-2b,Oregon,AWOR-DVUIPAPP01 Win 2016,Development,i-0737fd8071dd88ffb,running,Other,Anjly Khurana,8.69,714,default,32.26,59.38,0.01,0.02,Windows,95.1,t2.xlarge,Migrate to t3.large,80.84,16.35
Sep/20,ap-southeast-1a,Singapore,SINTAS01,Production,i-04950a6dbd889c65f,running,Other,Terence Koh,9.24,713,default,N/A,N/A,0.01,0,Windows,109.48,m4.large,Migrate to t3.large,97.18,14.88
Sep/20,ap-southeast-1a,Singapore,AWSI-PDEWDC20,Production,i-05c3c2d3b56761988,running,Domain Controller,Michael Lee,10.62,714,default,N/A,N/A,0,0,Windows,109.24,m5.large,Migrate to t3.large,97.18,14.45
Sep/20,ap-southeast-1a,Singapore,SINLBLLFT01,Production,i-0deb17d2df7441ee1,running,Other,Terence Koh,14.47,713,default,N/A,N/A,0.01,0.01,Windows,109.02,m4.large,Migrate to t3.large,97.18,14.38
Sep/20,ap-southeast-1a,Singapore,SINTRG01,Production,i-0e54045e4f77fb428,running,Other,Terence Koh,9.04,713,default,N/A,N/A,0.26,0.02,Windows,109.02,m4.large,Migrate to t3.large,97.18,14.38
Sep/20,us-west-2b,Oregon,ASG-AWOR-PDTHXWEB01,Production,i-03a94edeeb180ba56,running,Other,Carlos Mora,0.91,139,default,10.41,N/A,0.02,0.02,Linux/UNIX,3.21,t2.medium,Migrate to t4g.nano,3.06,13.8
Sep/20,us-west-2b,Oregon,ASG-AWOR-PDTHXWEB01,Production,i-0b73818f5c5119605,running,Other,Carlos Mora,0.87,137,default,10.41,N/A,0.02,0.02,Linux/UNIX,3.16,t2.medium,Migrate to t4g.nano,3.06,13.8
Sep/20,us-west-2a,Oregon,ASG-AWOR-PDTHXWEB01,Production,i-0df9f422c2098fecc,running,Other,Carlos Mora,0.93,136,default,10.47,N/A,0.02,0.02,Linux/UNIX,3.14,t2.medium,Migrate to t4g.nano,3.06,13.8
Sep/20,us-west-2a,Oregon,asadmin-fe-proxy-common,Development,i-08965792429319f23,running,Other,edwards-incidents@corpinfo.com,0.96,714,default,4.23,N/A,0.01,0,Linux/UNIX,16.49,t2.medium,Migrate to t4g.nano,3.06,13.8
Sep/20,us-west-2b,Oregon,asadmin-fe-proxy-common,Development,i-096b2f7934a824cb8,running,Other,edwards-incidents@corpinfo.com,0.44,715,default,3,N/A,0.01,0,Linux/UNIX,16.52,t2.medium,Migrate to t4g.nano,3.06,13.8
Sep/20,us-west-2a,Oregon,ASG-AWOR-PDTHXWEB01,Production,i-0c92fb815a063c876,running,Other,Carlos Mora,0.79,146,default,10.52,N/A,0.02,0.02,Linux/UNIX,3.37,t2.medium,Migrate to t4g.nano,3.06,13.8
Sep/20,us-west-2a,Oregon,els-nginx-sccm-prd,Production,i-0996c44404d687c9e,running,Other,,1.22,715,default,8.07,N/A,0.26,0.2,Linux/UNIX,14.73,t3.medium,Migrate to t4g.nano,3.06,11.97
Sep/20,us-west-2a,Oregon,AWOR-PDWVSAPP01,Production,i-0e65a285a03bbedb6,running,Other,Adam Goodman,2.19,715,default,11.82,N/A,0.01,0.01,Linux/UNIX,14.73,t3.medium,Migrate to t4g.nano,3.06,11.97
Sep/20,us-west-2b,Oregon,irvnxthnkapp02,Production,i-fc68eae4,running,Other,Daryl Guetzkow,1.94,713,default,43.66,N/A,0.05,0,Linux/UNIX,35.44,m4.large,Migrate to t4g.medium,24.51,11.75
Sep/20,us-west-2a,Oregon,AwOr-OqTibAdm01,Operational Qualification,i-03faf1031a913dc0f,running,TIBCO,Deepak Karir,9.02,715,default,49.77,N/A,0.01,0.01,Red Hat Enterprise Linux,78.44,m4.large,Migrate to t4g.medium,68.29,11.75
Sep/20,us-west-2a,Oregon,AwOr-PdTibAdm01,Production,i-0c0843d4,running,TIBCO,Deepak Karir,27.43,715,default,34.86,N/A,0.02,0.02,Red Hat Enterprise Linux,78.44,m4.large,Migrate to t4g.medium,68.29,11.75
Sep/20,us-west-2a,Oregon,AWOR-PDORAAPX02,Production,i-017e7b472e9713d74,running,Oracle,"Alek Slavuk, Haihao Li",2.89,715,default,44.82,N/A,0,0,Red Hat Enterprise Linux,77.94,m5.large,Migrate to t4g.medium,68.29,11.24
Sep/20,us-west-2a,Oregon,AWOR-DVMESBO02,Development,i-02c17ce791b7e67fa,running,Camstar MES,David Tower,1.23,715,default,29.55,N/A,0.02,0,Red Hat Enterprise Linux,101.96,t3.xlarge,Migrate to t4g.large,92.81,11.24
Sep/20,us-west-2a,Oregon,AWOR-PDPDMDB01,Production,i-0cacc854c279c938d,running,Other,Haihao Li,7.43,714,default,17.22,N/A,0.03,2.07,Red Hat Enterprise Linux,164.93,m3.xlarge,Migrate to i3.large,157.59,10.95
Sep/20,us-west-2a,Oregon,AWOR-DVORAAPX01,Development,i-06505f62bad177a87,running,Other,Haihao Li,14.97,714,default,6.5,N/A,14.57,0.22,Red Hat Enterprise Linux,164.93,m3.xlarge,Migrate to i3.large,157.59,10.95
Sep/20,us-west-2a,Oregon,AWOR-SWKSCOL01,Production,i-04079bf9511300416,running,Other,Adam Goodman,13.1,715,default,N/A,N/A,0.36,0.04,Linux/UNIX,58.63,c5.xlarge,Migrate to t4g.large,49.03,10.8
Sep/20,us-west-2a,Oregon,AWOR-DEVQSAPP01,Test,i-099443ae6cf60be0c,stopped,Other,Loh Choon Leng,2.18,147,default,25.2,N/A,0.01,0.01,Red Hat Enterprise Linux,12.2,t2.small,Migrate to t4g.micro,49.9,10.66
Sep/20,us-west-2a,Oregon,AWOR-DVMDMAPP01,Development,i-0be7a015b9d5e52d9,running,Informatica MDM,Anu Kumar,2.25,714,default,N/A,N/A,0.16,0.01,Red Hat Enterprise Linux,232.05,m5.2xlarge,Migrate to r5.xlarge,227.64,9.49
Sep/20,us-west-2b,Oregon,awor-pdgtrapp01,Production,i-08ca9f3680a92e337,running,GitLab Runner,Felipe Gutierrez,1.23,713,default,N/A,N/A,0,0,Red Hat Enterprise Linux,75.86,t2.medium,Migrate to t4g.medium,68.29,9.34
Sep/20,us-west-2a,Oregon,AwOr-TsTibAdm01,Test,i-61c8a4b9,running,TIBCO,Deepak Karir,13.31,714,default,67.1,N/A,0.03,0.03,Red Hat Enterprise Linux,75.97,t2.medium,Migrate to t4g.medium,68.29,9.34
Sep/20,us-west-2a,Oregon,AwOr-DvTibAdm01,Development,i-9d3c5345,running,TIBCO,Deepak Karir,11.07,715,default,64.24,N/A,0.02,0.02,Red Hat Enterprise Linux,76.08,t2.medium,Migrate to t4g.medium,68.29,9.34
Sep/20,us-west-2a,Oregon,AwOr-TmTibEms01,Development,i-c2c8d1da,stopped,TIBCO,Deepak Karir,2.54,237,default,N/A,N/A,0.01,0,Red Hat Enterprise Linux,25.22,t2.medium,Migrate to t4g.medium,68.29,9.34
Sep/20,us-west-2a,Oregon,AWOR-DVLFTAPP01,Development,i-092287c23646a0787,stopped,Loftware,Deepak Sonawane,0.5,306,default,14,N/A,0.01,0,Red Hat Enterprise Linux,24.72,t3.small,Migrate to t4g.micro,49.9,9.03
Sep/20,us-west-2a,Oregon,AWOR-Linuxtest,,i-02dce372ffa91e178,running,Other,,0.4,716,default,12.65,N/A,0.01,0,Linux/UNIX,14.75,t3.medium,Migrate to t4g.micro,6.13,8.91
Sep/20,us-west-2a,Oregon,AWOR-DVCDRAPP01,Development,i-052647a791020b90f,stopped,Clinical Data Reporting,Karina Rios,11.99,347,default,33.23,62.59,0.01,0.01,Windows,23.91,t3.large,Migrate to t3.medium,43.78,6.5
Sep/20,us-west-2a,Oregon,AWOR-PDDAGAPP03,Production,i-0a208c94804b83e2e,running,Dynatrace,Uthaya,7.58,714,default,N/A,N/A,0.02,0.01,Red Hat Enterprise Linux,72.54,t3.medium,Migrate to t4g.medium,68.29,5.84
Sep/20,us-west-2b,Oregon,AWOR-DVSylTST1,,i-0fbfdc7f44e279f23,running,Other,Sylvia Nguyen,0.17,714,default,N/A,N/A,0,0,Red Hat Enterprise Linux,72.54,t3.medium,Migrate to t4g.medium,68.29,5.84
Sep/20,us-west-2a,Oregon,AWOR-PDTANZON01,Production,i-006a7a82041e8d642,running,Other,Don Winter,7.21,714,default,N/A,N/A,0.05,0.15,Linux/UNIX,29.27,c5.large,Migrate to t4g.medium,24.51,5.4
Sep/20,us-west-2a,Oregon,AWOR-DVTANMOD01,Development,i-075f2d8832852044c,stopped,Tanium,Don Winter,3.8,77.63,default,N/A,N/A,0.01,0,Linux/UNIX,3.18,c5.large,Migrate to t4g.medium,24.51,5.4
Sep/20,us-west-2a,Oregon,AWOR-TSDEVOP01,Test,i-050476cb8699f9caf,stopped,Other,Cybersecurity,0.46,97.78,default,7.62,N/A,0,0,Linux/UNIX,1.12,t2.small,Migrate to t4g.nano,3.06,5.33
Sep/20,eu-central-1b,Frankfurt,i-09dee812a7897b2ee,,i-09dee812a7897b2ee,running,Palo Alto Network Firewall,,0.14,713,default,N/A,N/A,0,0,Linux/UNIX,5.63,t2.micro,Terminate instance,No Data,5.26
Sep/20,us-east-1a,5.55748E+11,AWVA-PDMTMUCV01,Production,i-06bd054f61c965395,running,Other,Eduardo Reynoso,1.48,713,default,34.19,N/A,0.01,0,Linux/UNIX,16.47,t2.medium,Migrate to t4g.small,12.26,4.6
Sep/20,us-west-2a,Oregon,AWOR-DVSECPRX01,Production,i-0d9d03b1e88f8e189,running,Other,Evangelos Mitakidis,0.05,715,default,19.76,N/A,0,0,Linux/UNIX,7.36,t3.small,Migrate to t4g.nano,3.06,4.45
Sep/20,us-west-2a,Oregon,AWOR-PDATAAPP01,Production,i-0ac2f28e3e025496c,running,Other,Louis Stellflug,3.46,714,default,32.64,N/A,0,0,Red Hat Enterprise Linux,136.87,r4.xlarge,Migrate to r5.large,135.71,4.16
Sep/20,us-west-2a,Oregon,AWOR-PDCSIAPP01,Production,i-06aff2b0e10c200b3,running,Other,Don Winter,1.27,715,default,28.71,N/A,0.02,0,Red Hat Enterprise Linux,137.07,r4.xlarge,Migrate to r5.large,135.71,4.16
Sep/20,us-west-2a,Oregon,AWOR-DVLFTCLT01,,i-0d7bf451bfe9cc2ad,running,Loftware,Deepak Sonawane,0.47,715,default,N/A,N/A,0.03,0.01,Red Hat Enterprise Linux,57.77,t3.small,Migrate to t4g.small,56.03,2.91
Sep/20,us-west-2b,Oregon,AWOR-PDDAGAPP02,Production,i-045beba473f2cf3c3,running,Dynatrace,Uthaya Kumaran Verriah,7.95,714,default,48.98,N/A,1.81,0.88,Linux/UNIX,14.71,t3.medium,Migrate to t4g.small,12.26,2.77
Sep/20,us-west-2b,Oregon,AWOR-PDQLIKPROXY02,Production,i-0c51a5f192b566189,running,Other,Michal Barak,1.95,713,default,47.24,N/A,0.02,0.01,Red Hat Enterprise Linux,51.05,t2.micro,Migrate to t4g.micro,49.9,2.34
Sep/20,us-west-2a,Oregon,AWOR-PDQLIKPROXY01,Production,i-05a2441c5ba4969e7,running,Other,Michal Barak,2.54,713,default,46.35,N/A,0.02,0.01,Red Hat Enterprise Linux,51.05,t2.micro,Migrate to t4g.micro,49.9,2.34
Sep/20,us-west-2a,Oregon,treadstone-haproxy,Production,i-b40bc7eb,running,HA Proxy,Brandon Wilson,1.23,715,default,41.38,N/A,0.05,0.05,Red Hat Enterprise Linux,51.19,t2.micro,Migrate to t4g.micro,49.9,2.33
Sep/20,us-west-2a,Oregon,awor-dvopsjmp01,Development,i-0dfb82a53d4fca786,running,Other,Michal Barak,0.81,714,default,13.89,N/A,0.01,0,Linux/UNIX,4.14,t2.micro,Migrate to t4g.nano,3.06,1.17
Sep/20,us-west-2a,Oregon,Test,Development,i-01ce8684bf9976a50,running,Test,Vlatko,0.51,715,default,10.01,N/A,0,0,Linux/UNIX,4.15,t2.micro,Migrate to t4g.nano,3.06,1.17
Sep/20,us-west-2a,Oregon,els-patch-test-prod,Development,i-06e0cef8b93174699,running,Patch-Testing,Onica,0.5,714,default,19.47,N/A,0.01,0.01,Linux/UNIX,3.71,t3.micro,Migrate to t4g.nano,3.06,0.73
Sep/20,us-west-2a,Oregon,els-patch-test-non-prod,Development,i-01979c9cd318820cc,running,Patch-Testing,Onica,0.17,714,default,13.74,N/A,0.01,0.01,Linux/UNIX,3.71,t3.micro,Migrate to t4g.nano,3.06,0.73
Sep/20,us-west-2c,Oregon,AWOR-PDARADBW01,Production,i-0927d6c71bf5b7a96,running,PLM|Aras|ePAC|DHR,Alek Slavuk | Haihao Li,8.93,714,default,N/A,N/A,0.01,0.01,Windows,29.35,t2.medium,Migrate to t3.medium,43.78,0
Sep/20,ap-southeast-1b,Singapore,AWSI-PDMESDB03,Production,i-0aa6be07372e1c169,running,SQL Server 2014,"Alek Slavuk, Haihao Li",6.06,713,default,N/A,N/A,0.01,0.01,Windows,518.35,r5d.2xlarge,No recommended change,No Data,0
Sep/20,us-west-2a,Oregon,Irvine739,Development,i-0e2e19fcf56c30294,stopped,Loftware,Trevor Britton,6.35,169,default,N/A,N/A,0.01,0.01,Windows,6.95,t2.medium,Migrate to t3.medium,43.78,0
Sep/20,us-west-2c,Oregon,AWOR-PDMESDBW01,Production,i-082a75f0bd5e1f845,running,MES,Alek Slavuk | Haihao Li,9.72,714,default,N/A,N/A,0.01,0.01,Windows,29.35,t2.medium,Migrate to t3.medium,43.78,0
Sep/20,ap-southeast-1a,Singapore,AWSI-PTMESDB01,OperationalQualification,i-0924c08767e7bfd71,running,MES,"Alek Slavuk, Haihao Li",10.51,713,default,N/A,N/A,0,0,Windows,121.92,r5.large,No recommended change,No Data,0
Sep/20,us-west-2a,Oregon,AWOR-DVPLMDB01,Development,i-7c1c48a4,running,PLM|Teamcenter|Ignite,Alek Slavuk | Haihao Li,6.35,713,dedicated,N/A,N/A,0,0.05,Windows,468.87,r4.2xlarge,Migrate to r5.2xlarge,658.1,0
Sep/20,us-west-2b,Oregon,AWOR-DVUIPAPP02 Win10,Development,i-0a1a7b9064cdf6764,running,Other,Anjly Khurana,13.65,714,default,N/A,N/A,0.01,0,Windows BYOL,65.83,t2.xlarge,Migrate to r5.large,91.93,0
Sep/20,us-west-2c,Oregon,AWOR-PDCYBPSM03,Production,i-01024016c922de94f,running,CyberArk Privileged Account Security Suite v9.9.5,Eric Roe | Ben Monrad | Adam Moravcik,16.42,715,default,N/A,N/A,0.06,0.07,Windows,111.68,t3.xlarge,Migrate to r5.large,159.05,0
Sep/20,us-west-2a,Oregon,AWOR-PTMESBO71,Production,i-05b890ce7f35efddd,running,MES,David Tower,9.23,143,default,N/A,N/A,0.01,0,Windows,22.34,t3.xlarge,Migrate to r5.large,159.05,0
Sep/20,ap-southeast-1a,Singapore,AWSI-PTMESBO01,Production,i-02566977344ed0f62,running,MES,David Tower,13.79,714,default,N/A,N/A,0,0,Windows,122.09,r5.large,No recommended change,No Data,0
Sep/20,us-west-2a,Oregon,IRVJDEUPK01,Production,i-239ba63b,running,Other,Narender Reddy,12.01,714,default,N/A,N/A,0.03,0.03,Windows,29.35,t2.medium,Migrate to t3.medium,43.78,0
Sep/20,us-west-2a,Oregon,Irvine813,Development,i-014768cd77388730a,stopped,Loftware,Trevor Britton,6.3,169,default,N/A,N/A,0.01,0.01,Windows,6.95,t2.medium,Migrate to t3.medium,43.78,0
Sep/20,us-west-2c,Oregon,AWOR-PDDHCP02,Production,i-02dce6e7aeea7300a,running,DHCP,Michal Barak,11.42,714,default,N/A,N/A,0.04,0.02,Windows,29.35,t2.medium,Migrate to t3.medium,43.78,0
Sep/20,us-west-2b,Oregon,CloudEndure Replication Server con17,Production,i-077f89d00d5178695,running,CloudEndure,Victor Fernandez,0.76,715,default,N/A,N/A,0.02,0,Linux/UNIX,7.36,t3.small,Migrate to t4g.small,12.26,0
Sep/20,us-west-2a,Oregon,AWOR-DVEWDC01,Development,i-31c9306e,stopped,Active Directory,Michael Lee,2,169,default,N/A,N/A,0,0,Windows,3.5,t2.small,No recommended change,No Data,0
Sep/20,us-west-2c,Oregon,AWOR-PDPXPDBW01,Production,i-0141623f4d9cf4017,running,Pragmatyxs,"Alek Slavuk, Haihao Li",8.88,714,default,N/A,N/A,0.01,0.01,Windows,27.85,t3.medium,No recommended change,No Data,0
Sep/20,us-west-2a,Oregon,AWOR-DVAMDC01,Development,i-1cca3343,stopped,Active Directory,Michael Lee,2.01,169,default,N/A,N/A,0,0,Windows,3.5,t2.small,No recommended change,No Data,0
Sep/20,us-west-2a,Oregon,AWOR-TSAMDC01A,Test,i-0ab07ba97c7bef8f9,stopped,Active Directory,Michael Lee,1.17,53,default,N/A,N/A,0,0,Windows,3.65,t3.large,No recommended change,No Data,0
Sep/20,ap-southeast-1a,Singapore,AWSI-PDMESCIO01,Production,i-03557db723e5b96cc,running,MES,David Tower,17.24,715,default,N/A,N/A,0,0,Windows,125.53,r5.xlarge,No recommended change,No Data,0
Sep/20,us-west-2a,Oregon,DRAREFRESH01,Production,i-0959df6381273a5a2,running,Other,Chris Lucherini,14.76,715,default,N/A,N/A,0.08,0.05,Windows BYOL,29.53,t3.large,No recommended change,No Data,0
Sep/20,us-west-2c,Oregon,AWOR-PDSQLDBW05,Production,i-02b85224c3324c815,running,SQL,"Alek Slavuk, Haihao Li",9.6,714,default,N/A,N/A,0.01,0.01,Windows,27.85,t3.medium,No recommended change,No Data,0
Sep/20,ap-southeast-1b,Singapore,AWSI-PDMESCIO02,Production,i-0411f145f61b63aef,running,MES,David Tower,21.38,715,default,N/A,N/A,0,0,Windows,125.53,r5.xlarge,No recommended change,No Data,0
Sep/20,us-west-2a,Oregon,IrvMKS01-Dev,Development,i-d159a38e,running,MKS Integrity,Julius Jaucian | Troy sphical,6.78,714,default,N/A,N/A,0.09,0.02,Windows,52.91,t2.large,Migrate to t3.large,80.84,0
Sep/20,us-west-2b,Oregon,IRVBIZPD04,Production,i-0baad4ad84ecd2f14,running,BizTalk,Deepak Karir,34.71,715,default,N/A,N/A,0.34,0.36,Windows,291.01,r3.xlarge,Migrate to r5d.xlarge,344.37,0
Sep/20,us-west-2c,Oregon,AWOR-PDQMSDBW01,Production,i-0831d8c1b01480019,running,SQL,"Alek Slavuk, Haihao Li",10.05,714,default,N/A,N/A,0.01,0.01,Windows,29.35,t2.medium,Migrate to t3.medium,43.78,0
Sep/20,us-west-2a,Oregon,IRVLBLLFT01,Production,i-03536ebb79377e939,running,Pragmatyxs,Trevor Britton | Ryo Miyaki,10.84,715,default,N/A,N/A,0.01,0.02,Windows,291.01,r3.xlarge,Migrate to r5d.xlarge,344.37,0
Sep/20,ap-southeast-1a,Singapore,AWSI-PDMESBO01,Production,i-056009e93b7d4d894,running,MES,David Tower,14.7,711,default,N/A,N/A,0,0,Windows,121.58,r5.large,No recommended change,No Data,0
Sep/20,us-west-2a,Oregon,AWOR-PDMESDB01,Production,i-94abf34c,running,MES,Alek Slavuk | Haihao Li,15.79,714,dedicated,N/A,N/A,0.56,0.72,Windows,998.17,r5d.4xlarge,No recommended change,No Data,0
Sep/20,us-west-2b,Oregon,AWOR-PDXTPAS01,Production,i-02fd4bb5d0b116138,running,Other,Don Winter,14.92,714,default,N/A,N/A,0.01,0.01,Windows,49.19,t3.large,No recommended change,No Data,0
Sep/20,us-west-2a,Oregon,IRVJDECTI04,Production,i-43a3681c,running,JDE,Narender Reddy,57.57,712,default,N/A,N/A,0.02,0.02,Windows,111.35,m4.large,Migrate to m5.large,137.16,0
Sep/20,us-west-2b,Oregon,Awor-thqlknpr01,Production,i-0e165257a93d2d43c,running,Other,qlikview_support@edwards.com,3.14,714,default,N/A,N/A,0.01,0,Windows,"1,011.89",r3.4xlarge,Migrate to r5d.4xlarge,"1,377.48",0
Sep/20,us-west-2a,Oregon,AWOR-TSPDMLAS01,Test,i-0d2e94c225fcd93b1,running,PTC Windchill PDMLink Server,"Robert Faulk, Mike Lockwood, JP Vanasse",5.66,708,default,N/A,N/A,0.01,0,Windows,446.96,r4.2xlarge,Migrate to r5.2xlarge,636.21,0
Sep/20,us-west-2a,Oregon,IRVBIZPD03,Production,i-56a36809,running,BizTalk,Deepak Karir,37.91,715,default,N/A,N/A,0.45,0.49,Windows,291.01,r3.xlarge,Migrate to r5d.xlarge,344.37,0
Sep/20,us-west-2b,Oregon,AWOR-PDXTPAS02,Production,i-01ed70351bfa4d3b8,running,Active Directory,Don Winter,12.27,715,default,N/A,N/A,0.01,0,Windows,49.26,t3.large,No recommended change,No Data,0
Sep/20,ap-southeast-1b,Singapore,AWSI-PDMESBO02,Production,i-07cae3b7196011fa0,running,MES,David Tower,13.03,714,default,N/A,N/A,0,0,Windows,122.09,r5.large,No recommended change,No Data,0
Sep/20,us-west-2a,Oregon,AWTJDE068,Test,i-0e787bd6,stopped,JDE,Narender Reddy,12.05,176,default,N/A,N/A,1.09,0.01,Windows,13.04,t2.large,Migrate to t3.large,80.84,0
Sep/20,us-west-2b,Oregon,AWOR-DVDFSFSX04,Development,i-0d4ae88996e4c0c63,stopped,AWS FSX DFS,,1.84,169,default,N/A,N/A,0,0,Windows,11.64,t3.large,No recommended change,No Data,0
Sep/20,us-west-2a,Oregon,AWOR-PDCOVAPP01,Production,i-05b6ef28cb6cf360a,running,SynopsysCoverityPlatform ,"Scott Liske, Oleg Yusim",1.58,715,default,31.25,N/A,0.18,0.15,Linux/UNIX,26.74,t3a.large,Migrate to t3a.medium,27.43,0
Sep/20,us-west-2a,Oregon,IRVLBLFIL01,Production,i-2ca36873,running,Pragmatyxs,Trevor Britton,7.57,714,default,N/A,N/A,0.01,0.02,Windows,290.6,r3.xlarge,Migrate to r5d.xlarge,344.37,0
Sep/20,us-west-2a,Oregon,irvcmsora01-pd,Production,i-2aa36875,running,Labeling CMS,Haihao Li,10.8,715,default,N/A,N/A,0.55,25.68,Linux/UNIX,268.84,r3.2xlarge,Migrate to r5d.2xlarge,420.25,0
Sep/20,us-west-2b,Oregon,CloudEndure Replication Server con17,Production,i-02eb5d2e79d138179,running,CloudEndure,Victor Fernandez,1.06,99,default,N/A,N/A,0.01,0,Linux/UNIX,1.02,t3.small,Migrate to t4g.small,12.26,0
Sep/20,eu-central-1a,Frankfurt,FRA-PAN-A,,i-0c31dfb4ef6277e6a,running,Palo Alto Network Firewall,,14.13,713,default,N/A,N/A,3.68,3.88,Linux/UNIX,99.18,m4.xlarge,Migrate to r5.large,110.9,0
Sep/20,us-west-2a,Oregon,IRVDIGWEB25,Production,i-91ac67ce,running,Other,Louis Stellflug,15.83,714,default,N/A,N/A,0.1,0.04,Windows,52.91,t2.large,Migrate to t3.large,80.84,0
Sep/20,us-west-2a,Oregon,AWOR-PDMKSVDI13,Development,i-0c9cc9fdb6c90f2fd,stopped,MKS Integrity,Gokul Mohan,17.36,388,default,N/A,N/A,0.01,0,Windows BYOL,17.89,t2.large,Migrate to t3.large,60.7,0
Sep/20,us-west-2b,Oregon,AWOR-PDXTDC41,Production,i-0f4580cb8bacb7c28,running,Active Directory,Don Winter,12.37,713,default,N/A,N/A,0,0.01,Windows,27.81,t3.medium,No recommended change,No Data,0
Sep/20,us-west-2a,Oregon,IRVLBLPRG01,Production,i-0e1750e03c0985476,running,Pragmatyxs,Trevor Britton | Ryo Miyaki | Usama Muzaffar,8,714,default,N/A,N/A,0.01,0.01,Windows,290.6,r3.xlarge,Migrate to r5d.xlarge,344.37,0
Sep/20,eu-central-1a,Frankfurt,AWFR-PDSTOGTW01,Production,i-0caf31d637e453ae0,running,Other,Victor Fernandez,0.21,714,default,N/A,N/A,0.01,0.12,Linux/UNIX,99.32,m4.xlarge,Migrate to r5.large,110.9,0
Sep/20,us-west-2a,Oregon,AwOr-DvTibDpr02,Development,i-404f4098,stopped,TIBCO,Deepak Karir,9.37,169,default,N/A,N/A,0.01,0.01,Windows,12.52,t2.large,Migrate to t3.large,80.84,0
Sep/20,us-west-2a,Oregon,AWOR-PDXTDC40,Production,i-00162217f8044877e,running,Active Directory,Don Winter,13.08,715,default,N/A,N/A,0.01,0.01,Windows,27.89,t3.medium,No recommended change,No Data,0
Sep/20,eu-central-1b,Frankfurt,FRA-PAN-B,,i-03c04733b6e9f0a0a,running,Palo Alto Network Firewall,,6.45,713,default,N/A,N/A,0.03,0.01,Linux/UNIX,99.18,m4.xlarge,Migrate to r5.large,110.9,0
Sep/20,us-west-2a,Oregon,AWORWEB01-DEV,Development,i-66d9e07e,stopped,Other,Louis Stellflug,13.13,319,default,N/A,N/A,0.02,0.02,Windows,13.11,t2.medium,Migrate to t3.medium,43.78,0
Sep/20,us-west-2b,Oregon,SLCPRN01,Production,i-0528649642bd44e9c,running,Print Server,Brandon Winward,14.08,714,default,N/A,N/A,0.14,0.12,Windows,29.35,t2.medium,Migrate to t3.medium,43.78,0
Sep/20,us-west-2c,Oregon,AWOR-PDPYTAPP01,Production,i-07ac0c8da729d840d,running,Other,Liz Nguyen2,5.92,714,default,N/A,N/A,0,0,Windows,255.61,i3.xlarge,No recommended change,No Data,0
Sep/20,us-west-2a,Oregon,IRVHFMWEB03-tmp,Development,i-0c79df8463c4b3fe0,stopped,HFM,Haihao Li | Karthick K,12.48,179,default,N/A,N/A,0.02,0.01,Windows,13.26,t2.large,Migrate to t3.large,80.84,0
Sep/20,us-west-2a,Oregon,AWORWEB01-PD,Production,i-87d8e19f,running,Various Web apps - Production,Louis Stellflug,11.61,714,default,N/A,N/A,0.03,0.02,Windows,52.91,t2.large,Migrate to t3.large,80.84,0
